ID,calorie,water,carbohydrate,fiber,sugar,protein,fat,sfat,cholesterol,sodium,potassium,calcium,vit_A,vit_C,vit_D,vit_E,vit_K,vit_B6,vit_B12,thiamin,riboflavin,niacin,iron,folat,pantotenik,fosfor,magnesium,cinko,copper,selenium,manganese,Class
123,108.4,74.6,19.39,0.07,13.17,3.18,02.04,1.11,29.06,41.46,129.21,101.1,102.42,0.76,35.1,0.05,0.01,0.04,0.33,0.04,0.14,0,0.23,11.41,0.35,88.28,11.92,0.38,0.01,3.58,0.03,Hayvansal
124,574,1.7,32.69,3,05.01,15.31,46.35,9.157,0,16.0,565.0,45.0,0.0,0,0.0,0.92,34.7,256,0,0.2,0.2,1.4,6,69,1.217,490,260,5.6,2.22,11.7,82.600.000,Hayvansal
125,211,62.46,0,0,0,25.48,11.32,04.04,91,88.0,368.0,24.0,0.0,0,0.0,0.17,0,0.17,2.81,0.1,0.26,06.07,1.81,21,68.999.999,216,26,6.48,129,30.9,28,Hayvansal
126,553,4.99,8.67,4,1.5,31.56,48.75,4.6,0,5.0,1200.0,70.0,11.0,0.5,0.0,0.8,0,0.6,0,1.275,285,9.2,7.95,110,0,1650,700,9.9,1.6,0,7.6,Bitkisel
127,338,10.01,73.14,14.6,0,13.18,1.81,318,0,2.0,466.0,35.0,0.0,0,0.0,0.9,0,403,0,378,132,2.86,2.59,74,2.167,321,153,2.66,55.900.000,0,4.185,Bitkisel
128,385,6.61,17.95,0,5.13,66.67,5.13,2.564,205,385.0,564.0,256.0,15.0,0.8,0.0,0.38,0.5,1,2.27,714,857,10,0.92,200,0,643,181,7.14,1,24.8,0,Mix
129,167,62.33,0,0,0,23.87,8,0,56,653.0,360.0,24.0,0.0,0,0.0,0,4.2,0.53,0.43,95,113,9.097,1.36,0,0,191,27,0.62,0,16.8,0,Hayvansal
130,420,22.65,13.91,0,7.000.000,28.42,27.84,15.371,86,1804.0,180.0,853.0,974.0,0,21.0,0.53,1.7,81,1.4,26,358,0.08,0.49,6,0.45,627,34,4.2,0.04,34.4,7.100.000,Hayvansal
131,372,13.56,749.000.000,9,16.4,7.8,2.6,0.67,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
132,88.68,79.41,11.01,1.8,2.42,6.11,2.54,0.62,14.22,103.68,278.39,18.48,4540.93,6.31,0.72,0.99,5.17,0.22,0.39,0.07,0.07,1.43,0.92,13.73,0.32,66.58,17.9,1.46,0.11,5.68,0.14,Hayvansal
133,262,53.27,0,0,0,23.85,17.81,4.176,75,83.0,401.0,15.0,180.0,0.4,0.0,0,0,0.46,19,159,412,6.85,1.57,2,0.99,278,97,93.999.999,94,51.6,0.02,Hayvansal
134,68,85.14,3.91,0,0,07.06,2.47,631,55,112.0,229.0,45.0,300.0,5,1.0,0.85,0.1,95,19.13,0.15,166,1.244,6.7,9,0.18,139,54,90.95,4.461,35.8,0.45,Hayvansal
135,72,79.8,16.8,3.2,7.87,2.5,0.1,17,0,12.0,334.0,37.0,4.0,8,0.0,0.04,0.8,345,0,0.06,0.02,0.2,1.2,34,0.29,60,21,0.4,8.799.999,1.2,292,Bitkisel
136,349,7.5,77.11,13,45.6,14.3,0.4,0.03,0,298.0,7400.0,190.0,26822.0,18.5,0.0,0,0,0,0,0.5,1.7,0,6.8,0,0,0,0,7.2,6,113,0,Bitkisel
137,59,87.06,7.94,2.9,3.33,0.73,3,415,0,297.0,227.0,29.0,0.0,3.5,0.0,1.33,16.6,148,0,64,42,623,0.34,14,0,29,10,0.19,17,0.7,0,Bitkisel
138,589,1.14,21.57,8,8.41,24.06,49.94,7.607,0,17.0,745.0,45.0,0.0,0,0.0,6.3,0.5,418,0,106,111,13.696,1.9,92,1.118,319,160,2.79,578,819.999.999,1.8,Bitkisel
139,563,3.66,52,2.7,48,8.6,35,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mix
140,48,875.999.999,12.3,0,12.3,0,0,0,0,12.0,2.0,5.0,0.0,0,0.0,0,0,0,0,0,0,0,0.06,0,0,1,1,0.1,15,0,13,Bitkisel
141,884,0,0,0,0,0,100,59.7,0,0.0,0.0,0.0,0.0,0,0.0,1.8,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
142,243,1.37,18.78,5.53,0,6.86,14.5,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,35,0,1.58,7.100.000,60.000.000,0,0,0,0,0,0,0,0,0,Hayvansal
143,110.93,79.7,06.01,1.52,1.92,6.24,7,2.38,22.37,131.95,242.98,12.98,60.21,9.14,0.0,0.54,4.75,0.13,0.65,0.05,0.07,1.98,0.7,17,0.34,65.03,15.66,1.51,0.08,6.34,0.15,Hayvansal
144,339,10.94,71.13,0,0,13.68,2.47,454,0,2.0,431.0,34.0,0.0,0,0.0,0,0,419,0,419,121,6.738,3.52,43,93.500.000,508,144,4.16,553,894.000.000,3.012,Bitkisel
145,331,49.58,0,0,0,25.85,24.5,9.44,93,64.0,251.0,7.0,0.0,0,16.0,0.19,1.9,0.26,2.4,0.06,0.2,3.27,2.46,7,0.31,207,20,5.77,104,22.8,15,Hayvansal
146,341.45,25.87,47.52,5.69,4.51,8.8,15.02,3.6,1.58,305.11,335.37,98.74,3470.63,3.76,4.32,1.6,68.8,0.08,0.06,0.35,0.1,0.6,3.34,50.94,0.69,287.17,104.97,02.08,0.39,0.65,2.46,Mix
147,150,685.999.999,0.1,0,0.04,24.57,5.76,1.219,61,377.0,371.0,13.0,0.0,0.5,3.8,0.92,6,179,1.74,45,73,4.537,0.7,27,0,208,33,0.4,92,51.1,0,Hayvansal
148,18.8,94.72,2.65,0,2.4,1.8,0.03,0.03,1,21.0,80.0,65.0,98.0,0,28.0,5,0.05,17,0.27,0.01,0.09,53,0.01,3,161,55,6,0.22,5,1.7,1,Mix
149,441,5.1,735.999.999,1.9,37.5,5,15.2,3.838,51,388.0,97.0,48.0,30.0,0,0.0,0.23,6,73,0.13,275,0.32,3.106,2.38,60,0.41,104,14,0.36,0.1,11.3,262,Bitkisel
150,41,89.62,10.58,0,10.58,0,0,0,0,4.0,3.0,2.0,0.0,0,0.0,0,0,0,0,0,0,0,0.02,0,0,11,0,0.01,0,0.1,0,Bitkisel
151,138.14,67.18,24,1.91,16.54,3.74,3.99,2.38,07.07,41.34,208.51,104.28,93.09,0.74,30.05,0.04,0.45,0.04,0.29,0.04,0.14,0.24,0.91,6.49,0.27,117.51,38.32,0.7,0.21,3,0.22,Mix
152,491,9.16,59.9,0.2,2.5,4,26,11.4,0,927.0,1196.0,21.0,0.0,21.6,0.0,10.45,22.1,531,0,213,8.799.999,4.762,1.28,29,0,153,63,01.09,234,2.5,0,Bitkisel
153,257,30,650.999.999,3.3,39,2.1,0.2,16,0,23.0,852.0,31.0,2000.0,4.3,0.0,0,0,0,0,0.04,0,2.5,2.8,Mikrogram,0.43,72,0,0,0,0,0,Bitkisel
154,179.07,62.21,21.15,01.01,1.47,9.23,6.3,2.87,24.49,177.06,206.91,59.44,639.67,0.73,4.5,0.33,1.79,0.19,0.13,0.13,0.11,3.63,1.3,14.42,0.6,204.97,46,1.57,0.21,30.14,0.82,Bitkisel
155,326,44.26,0.7,0,0.7,28,23.5,13.2,35,2000.0,78.0,700.0,0.0,5,175.0,0,0,55,1.31,24,296,8.599.999,0.13,6,1.45,650,25,3.35,0.06,7.2,65,Hayvansal
156,233,52.55,24.46,2.4,3.32,963.000.000,10.86,4.592,20,586.0,192.0,216.0,46.0,7.2,0.0,01.08,7.8,78,0.41,159,139,2.211,1.63,72,0,223,20,1.25,134,15.4,0,Mix
157,1,999.300.000,0,0,0,0.25,0,0,0,1.0,9.0,0.0,0.0,0.3,0.0,0,0,5,0,7,58,0.03,0.02,0,0,0,1,0.01,5,0,169,Bitkisel
158,251,12.46,63.95,25.3,0.64,10.39,3.26,1.392,0,20.0,1329.0,443.0,547.0,0,0.0,01.04,163.7,291,0,108,0.18,1.143,971.000.000,17,1.399,158,171,1.19,1.33,4.9,12.753,Bitkisel
159,155,69.19,16.39,0.9,0.65,6.55,6.98,3.991,26,245.0,62.0,38.0,62.0,0.1,8.0,0.2,0.5,74,0.12,152,115,1.715,0.78,39,0,73,14,0.53,65,16.9,0,Hayvansal
160,209,66.38,0,0,0,18.47,14.42,6.21,68,57.0,258.0,8.0,0.0,0,0.0,0,0,0.15,2.54,0.13,0.24,6.25,1.7,20,0.7,175,24,3.43,116,21.3,21,Hayvansal
161,171,72.5,1.15,0,0,13.68,11.88,3.632,933,151.0,142.0,99.0,554.0,0,0.0,0,0,131,1.69,0.11,0.47,24,4.1,71,1.889,170,13,1.58,62,34.3,38,Hayvansal
162,42,89.92,4.99,0,5.2,3.37,0.97,633,5,44.0,150.0,125.0,196.0,0,48.0,0.01,0.1,37,0.47,0.02,185,93,0.03,5,361,95,11,0.42,0.01,3.3,3,Hayvansal
163,214,67.3,0.17,0,0,16.37,15.95,4.366,93,84.0,203.0,9.0,92.0,0.2,2.0,0.22,2.3,318,56.000.000,73,141,4.733,68.999.999,4,994,155,19,1.47,54,18,16,Hayvansal
164,105,73.23,18.54,2.7,2.1,5.66,1.53,218,14,177.0,201.0,25.0,7.0,5.5,0.0,0.98,4.9,114,0.87,95,8.400.000,3.003,1.4,17,0,104,38,0.92,175,24,0,Mix
165,247,10.58,80.59,53.1,2.17,3.99,1.24,345,0,10.0,431.0,1002.0,295.0,3.8,0.0,2.32,31.2,158,0,22,41,1.332,8.32,6,358,64,60,1.83,339,3.1,17.466,Bitkisel
166,212.92,67.22,03.01,0.41,0.15,9.64,18.44,1.21,13.43,220.52,150.13,119.97,1675.56,0.37,33.17,1.23,3.97,0.05,0.74,0.14,0.26,0.15,0.36,5.88,0.28,164.74,20.38,0.63,0.1,5.69,0.22,Hayvansal
167,348,7.34,75.03,0,0,14.63,1.4,258,0,8.0,215.0,40.0,0.0,0,0.0,0,0,223,0,488,143,5.13,3.63,57,984,258,143,2.37,454,73,3.055,Bitkisel
168,229,58.71,1.77,0,0,26.87,11.88,3,105,99.0,213.0,41.0,162.0,0,0.0,0,0,0.35,0.3,7.000.000,318,5.027,2.98,8,1.165,135,20,4.24,161,20.5,0.05,Hayvansal
169,25,907.900.000,8.42,0.4,1.69,0.42,7.000.000,8,0,2.0,117.0,14.0,50.0,30,0.0,0.22,60.000.000,38,0,25,15,142,0.09,10,123,14,8,0.08,27,0.1,18,Bitkisel
170,184.61,56.65,32.03,1.94,2.47,5.81,3.75,0.9,1.6,268.89,296.09,55.42,76.16,27.35,10.97,0.39,31.48,0.22,0.06,0.2,0.13,0,1.64,37.39,0.6,235.95,64.44,1.79,0.22,35.74,1.22,Mix
171,126.21,70.52,20.17,4.98,9.63,1.91,5.92,01.06,0,3.89,427.03,11.08,27.33,8.63,0.0,0.81,08.01,0.3,0,0.04,0.1,01.07,0.75,41.91,0.71,52.32,40.18,0.52,0.22,1.14,0.31,Mix
172,120,74.86,0,0,0,21.08,3.29,1.18,69,79.0,237.0,9.0,0.0,0,0.0,0.24,0,0.17,2.45,0.1,0.2,5.31,1.79,22,0.71,187,25,5.95,109,24,24,Hayvansal
173,103,71.38,26.6,2.4,0,01.06,0.22,24,0,2.0,292.0,8.0,180.0,3.4,0.0,0,0,35,0,5,19,1.388,1.2,0,165,35,12,0.17,107,0.7,89,Bitkisel
174,414,21,47,2.6,11.35,919.999.999,20.9,10.628,57,361.0,132.0,53.0,805.0,0.2,0.0,1.44,10.9,73,0.32,523,325,2.16,2.15,74,842,130,24,93.999.999,0.1,26.8,0.34,Mix
175,902,0,0,0,0,0,100,47.3,102,0.0,0.0,0.0,0.0,0,28.0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,Hayvansal
176,296,52.59,11.46,1.2,1.9,10.46,23.48,12.669,123,309.0,200.0,247.0,209.0,1.9,36.0,1.15,114.2,113,0.5,81,276,702,1.65,45,0,198,34,1.47,8.400.000,14.2,0,Bitkisel
177,458,14.08,47.81,4.8,36.25,9,27.74,2.629,0,9.0,314.0,172.0,0.0,0.1,0.0,13.54,0,36,0,82,414,1.422,1.6,73,113,258,130,1.48,454,4.2,856,Bitkisel
178,245,56.73,1.63,0.1,0,26.96,13.72,3.66,90,89.0,229.0,12.0,84.0,0,0.0,0,0,0.35,0.32,81,225,6.037,1.34,10,1.215,176,23,2.89,0.08,18.4,28,Hayvansal
179,333,7.1,35.51,0,0,50.14,1.75,201,0,39.0,397.0,149.0,64.0,0,0.0,0,0,142,0,2.516,269,12.533,14.22,29,2.745,757,338,10,1.425,0,1.396,Bitkisel
180,517,3.2,40.4,2.6,29.5,11.9,33.6,4.5,12,35.0,339.0,108.0,5.0,0.6,0.0,4.17,13.2,106,0,0.1,0.21,3.29,1.45,25,0,227,67,1.47,323,13.1,0,Bitkisel
181,253,7.3,55.82,13.6,0,19.96,4.36,234,0,208.0,3308.0,1784.0,5850.0,50,0.0,0,0,1.71,0,418,284,2.807,48.78,Mikrogram,0,543,451,3.3,0.49,0,3.95,Bitkisel
182,79,77.86,20.23,0,0,1.2,0.2,0,0,3.0,250.0,21.0,40.0,69,0.0,0,0,81,0,0.02,0.04,0.9,0.48,Mikrogram,0,23,10,0.05,73,0,8.400.000,Bitkisel
183,25,92.59,6.75,0,0,0.48,0.04,0,0,9.0,43.0,16.0,0.0,60.000.000,0.0,0,0,8.799.999,0,81,204,7.000.000,56.000.000,19,1.99,14,25,0.66,445,11.1,101,Bitkisel
184,475,5.9,58.9,0,0,9,23.8,4.438,31,518.0,231.0,39.0,647.0,0.1,0.0,0,0,8.400.000,0.09,222,0.21,3.514,2.23,55,345,116,39,0.82,183,14.8,0.57,Mix
185,163,68.44,16.39,0.9,0.65,6.36,7.87,4.415,25,248.0,63.0,38.0,61.0,0.1,8.0,0.19,0.7,64,0.29,149,115,1.347,0.92,39,0,68,13,0.91,63,16.4,0,Mix
186,380,2.9,88.5,5,56.2,5.7,2.2,0.5,0,142.0,183.0,14.0,556.0,22,3.7,0.41,2.8,1.85,5.6,1.39,1.57,18.5,1.5,370,0,213,59,1.7,195,29.1,0,Hayvansal
187,21.58,92.75,4.88,1.25,2.47,0.97,0.19,0.04,0,256.93,214.39,20.86,1046.17,25.26,0.0,0.36,113.24,0.09,0,0.05,0.03,0,0.64,22.58,0.16,25.38,13.34,0.22,0.06,0.14,0.11,Bitkisel
188,182.56,69.29,10.09,0.22,0.1,6.91,12.75,4.21,17.53,150.37,30.2,163.62,778.7,0,4.89,0.21,0.6,0.02,0.32,0.02,0.08,0,0.13,7.13,0.02,128.48,7.97,0.82,0.02,2.65,0.01,Hayvansal
189,63,835.100.000,16.25,1,12.95,0.09,0.06,0.02,0,6.0,39.0,8.0,106.0,21.1,0.0,0.05,1,0.01,0,3,3,0.17,0.38,3,0.08,2,2,0.03,17,0,58,Bitkisel
190,462,6.79,63.81,1.2,56.92,6.19,21.19,12.72,27,122.0,341.0,213.0,303.0,1.7,0.0,0,0,0,0,0,0,0,01.09,Mikrogram,0,150,0,0,0,0,0,Bitkisel
191,46,87.13,12.2,4.6,04.04,0.39,0.13,11,0,2.0,85.0,8.0,60.0,13.3,0.0,1.2,5.1,57,0,12,0.02,101,0.25,1,295,13,6,0.1,61,0.1,0.36,Bitkisel
192,285,43.3,39.1,0,0,3.8,12.9,3.185,53,242.0,65.0,12.0,160.0,3.3,0.0,0,0,27,0.12,118,159,944,1,25,214,42,6,0.28,42,11.6,128,Bitkisel
193,40,84,11.44,2.6,0,3.21,0.86,163,0,1.0,92.0,10.0,0.0,0,0.0,0,0,25,0,0.16,34,144,0.88,6,217,119,40,0.53,66,7.7,964,Bitkisel
194,184.46,58.72,30.06,01.09,19.1,4.75,5.49,4.23,62.23,111.41,113.02,106.69,293.41,0.36,22.98,0.1,0.61,0.04,0.22,0.02,0.1,0.23,0.45,9.55,0.29,73.45,13.23,0.36,0.04,2.98,0.05,Mix
195,58.7,86.85,7.12,1.99,3.74,1.73,3.16,0.47,0.22,209.62,236.06,45.33,2600.06,47.66,0.0,0.6,34.14,0.18,0.03,0.06,0.08,0,0.7,16.89,0.15,34.46,14.81,0.22,0.01,0.97,0.21,Bitkisel
196,163.58,71.21,10.42,1.31,1.81,4.83,11.68,4.19,19.57,389.21,219.09,25.8,2068.51,9.9,5.84,1.28,7.45,0.12,0.37,0.02,0.06,0,0.72,10.56,0.16,59.6,14.48,0.9,0.04,3.12,0.09,Hayvansal
197,87,76.98,20.13,1.8,0.87,1.87,0.1,26,0,4.0,379.0,5.0,3.0,13,0.0,0.01,2.1,299,0,106,0.02,1.439,0.31,10,0.52,44,22,0.3,188,0.3,138,Bitkisel
198,543,3.56,58,2.4,38,6.5,31,14,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
199,31.2,93.31,2.94,0.3,1.76,2.15,1.1,0.15,0,26.5,55.0,10.0,2.0,0,0.0,0.05,2,0.03,0,0.03,39,0.11,0.3,0,0.1,30,10,0.02,0.05,2,0.1,Bitkisel
200,487,2.56,689.000.000,3,0,7.7,20,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
201,73,84.78,8.25,2.4,03.02,0.78,4.69,653,0,383.0,116.0,6.0,0.0,1.2,0.0,0.91,8,81,0,7.199.999,19,56.699.999,0.25,13,0,14,10,0.12,56,0.1,0,Bitkisel
202,189.41,65.62,10.24,0.6,0.94,12.04,10.83,4.59,46.53,173.36,221.26,19.47,335.71,4.54,2.96,0.27,03.08,0.14,1.29,0.1,0.14,0,1.36,26.82,0.54,119.24,21.1,2.76,0.11,15.59,0.17,Hayvansal
203,238,66.13,9.23,0,3.56,0.37,22.22,3.446,16,827.0,31.0,6.0,5.0,0,0.0,2.19,53.7,2,0,8,0,0.01,0.14,4,0,15,2,7.000.000,19,2.6,0,Hayvansal
204,208,60.61,0.65,0,0,28.38,9.32,2.49,99,96.0,254.0,13.0,66.0,0,0.0,0,0,0.39,0.34,83,247,6.688,1.4,9,1.301,193,25,2.98,8.599.999,18.8,25,Hayvansal
205,69,862.600.000,4.7,0,4.28,4.4,3.57,2.45,10,53.0,191.0,132.0,30.0,0,44.0,0.01,0,63,0.75,23,278,208,0.03,7,331,110,13,0.4,17,1.7,899.999,Hayvansal
206,212,58.15,28.45,0.9,19.12,4.2,9,4,44,60.0,139.0,128.0,421.0,0.6,8.0,0.3,0.3,0.04,0.9,0.06,0.24,0.42,0.09,5,581,105,13,68.999.999,23,1.8,8,Mix
207,29,88.98,9.32,2.8,2.5,1.1,0.3,39,0,2.0,138.0,26.0,22.0,53,0.0,0.15,0,0.08,0,0.04,0.02,0.1,60.000.000,11,0.19,16,8,0.06,37,0.4,0.03,Bitkisel
208,25,93.95,3.57,0,0,1.79,0.4,0.21,1,7.0,50.0,45.0,66.0,0,17.0,6,0.03,17,0.17,0.01,0.06,33,0.01,2,121,35,3,0.12,7,1.3,1,Mix
209,45,855.999.999,919.999.999,3.5,0.71,2.7,0.7,0.17,0,76.0,397.0,187.0,10161.0,35,0.0,3.44,778.4,251,0,0.19,0.26,806,3.1,27,8.400.000,66,36,0.41,171,0.5,342,Bitkisel
210,357,12.42,73.3,2.9,2.5,10.7,1.78,456,0,2.0,431.0,34.0,0.0,0,0.0,0,0,419,0,419,121,6.738,3.52,43,93.500.000,508,144,4.16,553,894.000.000,3.012,Bitkisel
211,35,89.67,8.73,2.5,3.2,0.83,0.23,44,0,1.0,123.0,6.0,37.0,1.3,0.0,0.41,2.9,8.600.000,0,76,0.02,60.000.000,0.25,14,75,15,11,0.12,59,0.1,113,Hayvansal
212,22,93,3.2,2.9,0,2,0.7,0,0,4.0,390.0,44.0,4000.0,48,0.0,0,0,122,0,0.04,0.1,0.5,2.4,13,41,63,103,0.2,131,0.9,349,Hayvansal
213,529,6.8,57.3,5.3,33.3,5.54,31.2,20.3,5,39.0,400.0,0.1,0.0,0,0.0,0,0,0.1,0.3,0,0,0,4.3,0,0,0,65,0,0,0,0,Bitkisel
214,34.62,90.89,06.09,1.46,0.79,1.59,0.6,0.31,1.2,195.03,88.63,18.1,3479.71,1.31,0.33,0.17,0.71,0.04,0,0.03,0.01,0,0.72,29.31,0.12,32.56,9.72,0.23,0.04,0.82,0.15,Bitkisel
215,64,870.400.000,5.76,0.3,2.82,2.36,3.58,1.116,4,357.0,103.0,68.0,102.0,0.1,29.0,0.26,9.6,27,0.28,26,104,214,0.1,3,255,59,7,0.31,13,2.7,25,Mix
216,115.38,68.3,29.91,1.98,27.39,0.89,0.14,0,0,3.53,307.8,23.94,214.32,0.26,0.0,1.14,0.91,0.04,0,0,0.02,0.68,0.72,2.65,0.14,18.82,8.62,0.1,0.09,0.66,0.1,Bitkisel
217,33,90.48,8.41,1.1,7.31,68.999.999,0.1,14,0,0.0,148.0,12.0,33.0,33.3,0.0,0.13,0,43,0,37,0.02,269,0.06,10,283,8,9,7.000.000,0.05,1.4,13,Bitkisel
218,58,85.13,10.6,3.3,3.2,03.01,0.48,8.600.000,0,185.0,106.0,20.0,1529.0,7.8,0.0,0.02,20.7,65,0,77,24,995,1.29,24,91,63,19,0.72,99,1.3,211,Bitkisel
219,234,60.11,0.06,0,0,26.78,13.27,3.7,107,79.0,212.0,15.0,636.0,0.5,1.0,0.33,2.4,0.38,93.999.999,63,224,7.908,1.66,29,1.128,182,23,2.16,0.08,15.9,31,Hayvansal
220,180,62.59,26,0.7,21,3.5,7,4.5,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
221,410,11.56,68.7,6.4,22.9,8.9,9.6,1.8,0,0.0,0.0,424.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
222,72,82.48,2.72,0,2.72,12.39,01.02,645,4,406.0,86.0,61.0,41.0,0,0.0,0.01,0.1,68,0.63,21,165,128,0.14,12,215,134,5,0.38,28,9,3,Hayvansal
223,250.29,32.04,64.65,3.56,60.07,1.74,0.3,0.01,0,4.95,558.61,26.93,484.77,3.61,0.0,02.07,1.94,0.07,0,0.02,0.05,1.24,1.25,6.7,0.27,35.41,15.98,0.21,0.16,1.19,0.11,Bitkisel
224,379,3.9,93.5,0.6,79.34,0.3,0.4,0.09,0,635.0,20.0,5.0,0.0,0,0.0,0,0,0,0,0,13,1,0.08,0,0,2,0,0.02,21,0.9,8,Mix
225,310.79,47.51,15.03,0.71,0.14,14.24,21.28,8.75,134.29,631.97,133.47,24.64,2192.45,0,26.65,2.74,1.85,0.15,0.89,0.25,0.26,0,02.06,61.92,0.67,124.29,13.58,2.62,0.07,21.68,0.16,Mix
226,330,46.92,869.999.999,0,0,19.82,23.52,6.22,91,276.0,151.0,31.0,170.0,0,0.0,0,0,0.21,0.24,0.1,237,4.528,2.15,15,839,115,16,2.5,113,21.3,65,Hayvansal
227,89,75.53,22.36,2.1,20.26,1.15,0.13,0.03,0,1.0,199.0,12.0,189.0,1,0.0,7.000.000,2.1,36,0,27,47,177,0.35,4,127,16,10,0.04,24,0,109,Bitkisel
228,34,90.84,4.96,0,05.09,3.37,0.08,56,2,42.0,156.0,122.0,204.0,0,47.0,0.01,0,37,0.5,45,182,94,0.03,5,357,101,11,0.42,13,3.1,3,Hayvansal
229,8,96.7,2.16,0,0,0.23,0.02,0,0,4.0,354.0,59.0,27.0,18.9,0.0,0,0,52,0,0.01,0.01,0.1,0.1,4,18,7,8,0.09,59,0.9,156,Bitkisel
230,35,88.52,06.04,2.5,0,3.91,0.46,0.06,0,17.0,488.0,6.0,0.0,0,11.0,0,0,49,0,0.06,431,5.35,0.33,16,1.96,127,14,0.73,0.37,18,64,Bitkisel
231,342,53.68,0,0,0,15.32,30.71,13.43,74,58.0,201.0,14.0,0.0,0,0.0,0,0,0.12,2.14,0.1,0.19,06.06,1.43,15,0.62,143,19,2.87,92,17.7,17,Hayvansal
232,360,18.86,52.6,5.1,38.4,21.9,5.7,5,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Hayvansal
233,236,44,39.8,4.5,7.7,10.4,4.4,69.700.000,0,353.0,147.0,65.0,5.0,0,0.0,0.44,1.2,73,0,504,346,4.831,3.12,81,581,141,35,0.89,135,30,779,Bitkisel
234,102.44,78.97,2.58,0.65,1.52,11.73,4.88,1.88,37.48,507.28,278.6,12.24,545.77,17.54,0.89,0.34,05.08,0.24,1.25,0.04,0.1,2.99,1.42,11.87,0.32,108.37,16.08,2.9,0.07,9.29,0.06,Hayvansal
235,660,3,23.65,16.3,7.35,6.88,64.53,57.218,0,37.0,543.0,26.0,0.0,1.5,0.0,0.44,0.3,0.3,0,0.06,0.1,603,3.32,9,0.8,206,90,02.01,796,18.5,2.745,Bitkisel
236,33,93.89,5.74,1.3,2.4,1.15,56.000.000,0.13,0,550.0,175.0,10.0,370.0,804.000.000,0.0,0.37,7.4,224,0,57,28,0.48,0.34,10,99,20,10,0.13,66,0,122,Bitkisel
237,432,16.25,48.26,6.63,32.03,5.53,22.64,0,0,321.0,155.0,28.0,2.9,0,0.0,0.64,0,0.08,0.2,36,39,0.1,0.68,0.2,0.1,86,22,0.68,0.55,4,1.1,Bitkisel
238,149,58.58,33.06,2.1,1,6.36,0.5,89,0,17.0,401.0,181.0,9.0,31.2,0.0,0.08,1.7,1.235,0,0.2,0.11,0.7,1.7,3,596,153,25,1.16,299,14.2,1.672,Bitkisel
239,111.95,73.54,15.83,1.54,1.29,4.55,3.46,1.37,9.3,747.15,218.94,25.28,26236.67,34.97,0.26,0.67,129.81,0.12,0.3,0.14,0.13,0,1.66,52.29,0.23,56.33,17.18,0.75,0.07,7.99,0.19,Hayvansal
240,136,65.88,23.88,5.1,3,7.2,1.64,354,0,5.0,552.0,42.0,67.0,39,0.0,0.39,24,68,0,0.4,0.17,2.2,1.6,173,0.68,127,68,01.04,134,1.5,57.400.000,Bitkisel
241,51.17,88.69,6.58,1.44,3.3,01.01,2.79,0.39,0,162.49,206.97,21.15,3180.87,22.34,0.0,0.8,82.43,0.1,0,0.03,0.02,0,0.6,22.35,0.11,25.84,12.24,0.2,0.05,0.27,0.12,Bitkisel
242,326,29.2,54.6,1.1,0,4.3,10.5,2.237,43,302.0,134.0,21.0,493.0,1.7,0.0,0,0,0.15,0.1,172,0.2,1.446,1.4,33,268,58,14,0.35,7.200.000,12.1,209,Bitkisel
243,71.52,83.99,9.72,2.41,1.39,3.13,2.4,0.68,02.01,80.98,168.08,21.07,415.71,2.53,0.56,0.79,1.72,0.1,0,0.12,0.04,0,0.98,64.09,0.3,43.45,9.3,0.46,0.12,0.3,0.21,Bitkisel
244,287,27.4,709.000.000,0,46.55,0.51,0.11,0,0,27.0,28.0,6.0,0.0,0,0.0,0,0,0,0,0,0.01,0,0.05,0,0,4,4,0.13,26,60.000.000,0,Bitkisel
245,22.56,95.23,1.39,0,1.4,1.48,1.24,0.04,3.27,115.46,62.46,52.6,2.51,0,14.38,0,0,0.02,0.25,0.01,0.09,0.07,0.01,2.29,0.11,35.96,4.25,0.13,0.01,0.56,0,Hayvansal
246,144,704.000.000,16.76,1.1,81.000.000,6.43,5.63,3.115,22,195.0,83.0,31.0,48.0,4.8,8.0,0.2,0.8,8.599.999,0.11,157,118,1.871,0.85,41,0,73,15,0.55,82,17.1,0,Mix
247,333,14.96,64.58,6.2,02.08,16.67,02.08,0,0,42.0,390.0,125.0,312.0,0,0.0,0,0,0.49,0,0.5,0.45,3.1,4.48,0,0,415,0,2.24,0,27,4.4,Bitkisel
